"orf_name","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","contrast","gene_systematic_name"
"chr15_762825",4427.21623457192,-0.175473227298536,0.0431745002443855,-4.06430337973644,4.81761304055567e-05,0.00114715631020093,"WT_vs_DEL","YOR227W"
"chr15_766869",447.26707314071,-0.192583551881639,0.0715773724052819,-2.69034991901823,0.00713771324556562,0.0630756616157049,"WT_vs_DEL","YOR228C"
"chr15_7677",3.63923574550682,-0.0279993270417587,0.0254909756521353,-1.12559181264728,0.26033833519662,NA,"WT_vs_DEL","X"
"chr15_767706",2.96154685811297,-0.0174323353668548,0.0243708430328227,-0.723977364146553,0.469079631946484,NA,"WT_vs_DEL","X"
"chr15_767979",7.20011823682368,0.029793489794625,0.0360407088082003,0.829804109105289,0.406649547209716,NA,"WT_vs_DEL","X"
"chr15_768409",439.001467061402,-0.085224163094819,0.0738800845031563,-1.15390144248641,0.248540577734783,0.581836457379123,"WT_vs_DEL","YOR229W"
"chr15_770800",14383.1906867201,-0.104976855893407,0.0341986334410439,-3.06963870621086,0.00214317860781576,0.0261734537705568,"WT_vs_DEL","YOR230W"
"chr15_772119",369.671620333692,0.0614518662458938,0.0752597560026371,0.816529319605578,0.414197461487072,0.720635204317617,"WT_vs_DEL","X"
"chr15_772601",577.007276974327,-0.0999775851042855,0.0703759940556367,-1.42076724735885,0.155384435320591,0.460520708853682,"WT_vs_DEL","YOR231W"
"chr15_774151",2.19649840650221,0.023497402350821,0.0208906879425785,1.16533044423749,0.243885260333101,NA,"WT_vs_DEL","X"
"chr15_774365",2.79477969099738,0.0292631061698569,0.0235699928939724,1.27842800648779,0.201098554314372,NA,"WT_vs_DEL","X"
"chr15_774573",548.093747060634,-0.0354539608456992,0.0705855010671574,-0.502310230923874,0.615449313641552,0.847111827816359,"WT_vs_DEL","YOR232W"
"chr15_77560",647.893135204622,0.015672175958136,0.0639023496188045,0.24525700696239,0.806257438721024,0.930352912591651,"WT_vs_DEL","YOL129W"
"chr15_775846",418.229551448022,-0.0663242085534063,0.0731873682281996,-0.906169699411439,0.364846038295808,0.679875181382267,"WT_vs_DEL","YOR233W"
"chr15_778555",308.855885972554,0.0660496010741832,0.0790903635475221,0.835190934529728,0.40361021309363,0.712821849022427,"WT_vs_DEL","X"
"chr15_780346",2.75524653432906,-0.00468744575921069,0.0222196016889736,-0.212640304567533,0.831607531795291,NA,"WT_vs_DEL","X"
"chr15_780418",953.059868346792,0.0174514166171433,0.0577114383154232,0.302541252805695,0.762239490704172,0.91377546183622,"WT_vs_DEL","X"
"chr15_780854",9.20149979726257,-0.00949887142784355,0.0377633042005515,-0.250153633709087,0.802468540402313,NA,"WT_vs_DEL","X"
"chr15_780906",146.417970456699,-0.013316411760794,0.0817069466832939,-0.163127993074544,0.870417659715149,0.955296166674705,"WT_vs_DEL","YOR236W"
"chr15_781994",22.2080564969775,0.0466637972339906,0.0580135906499253,0.804030212589221,0.421379526622881,NA,"WT_vs_DEL","YOR237W"
"chr15_78352",69.1901585252099,-0.0434577389935122,0.0778571486275056,-0.558653663016347,0.576398108809209,0.825109404952509,"WT_vs_DEL","YOL128C"
"chr15_783668",191.878403822918,0.00561912515813685,0.0812145563086127,0.0692225414635378,0.944812480649065,0.983884323398688,"WT_vs_DEL","X"
"chr15_784857",891.130967266763,0.0304602899745534,0.0584222369977642,0.521365888965588,0.602111909240541,0.840673728883618,"WT_vs_DEL","X"
"chr15_786677",1.78060200959552,1.33168745885423e-05,0.0188641145549704,0.000702696187923059,0.999439329606863,NA,"WT_vs_DEL","X"
"chr15_786995",318.759507209415,0.0580134444403322,0.0742544486390768,0.781193554618519,0.434688664003513,0.734287084251704,"WT_vs_DEL","YOR241W"
"chr15_788742",43.1842306118524,0.0771299068381947,0.0702808789413015,1.10037479573036,0.271168855422666,0.608046476048223,"WT_vs_DEL","YOR242C"
"chr15_790211",386.128663297956,0.114548289239795,0.0720957605124209,1.58824032062492,0.112232006773996,0.392329453655288,"WT_vs_DEL","YOR243C"
"chr15_792531",993.002691092307,-0.0502564299674036,0.0587864085864137,-0.854894129399516,0.392609760894963,0.702945088439197,"WT_vs_DEL","YOR244W"
"chr15_794076",849.148176832894,-0.0217624152166161,0.0603334223885169,-0.360729591474182,0.718301601278809,0.897829733070695,"WT_vs_DEL","YOR245C"
"chr15_795801",256.591359271152,0.0597472697922332,0.0783361050501981,0.762602186321188,0.44570068031272,0.743572226247806,"WT_vs_DEL","YOR246C"
"chr15_797676",3773.67953238269,-0.0923943650846829,0.0419791516173975,-2.20101746652272,0.0277347873521571,0.161591140345172,"WT_vs_DEL","YOR247W"
"chr15_798318",8.38888057464455,-0.00078670441970057,0.0395378073554411,-0.0199634102920858,0.98407256110161,NA,"WT_vs_DEL","X"
"chr15_798585",16.7015939983476,-0.0234276326972472,0.0498029412472382,-0.470861267664983,0.637739808923056,NA,"WT_vs_DEL","X"
"chr15_798674",372.210543468516,0.104800824744671,0.0737360940715962,1.42078731083434,0.15537860072106,0.460520708853682,"WT_vs_DEL","YOR249C"
"chr15_800970",292.105162270967,-0.132290965803299,0.0754598657041231,-1.75342937774296,0.0795283319842371,0.3244413887615,"WT_vs_DEL","YOR250C"
"chr15_802550",399.327798808573,0.129573745819931,0.0721112782559886,1.79638286832454,0.0724336465729065,0.306711222207151,"WT_vs_DEL","YOR251C"
"chr15_80348",1400.826151374,0.175272985096631,0.0527943215007245,3.31928144078802,0.00090249420867834,0.0132373570659496,"WT_vs_DEL","X"
"chr15_803667",99.6193677024358,0.0927636211328767,0.0805250881927268,1.15307331788137,0.248880292289797,0.582152792199438,"WT_vs_DEL","YOR252W"
"chr15_804377",105.065497632492,0.130851298536768,0.0815100442938704,1.60442427364843,0.108620564047779,0.386808559231393,"WT_vs_DEL","YOR253W"
"chr15_805032",597.63216577767,0.14815557393109,0.0689196135812652,2.14945657062836,0.0315982252097845,0.175610839520394,"WT_vs_DEL","YOR254C"
"chr15_807271",2.90369465089796,0.0208067698005325,0.023205277370462,0.919650701933699,0.357755322156699,NA,"WT_vs_DEL","YOR255W"
"chr15_808254",1070.68897766105,-0.0230697952935829,0.0548933367614915,-0.42025681714614,0.674297852382034,0.878430957220598,"WT_vs_DEL","YOR256C"
"chr15_811008",461.412538590267,0.0975090512810969,0.0702288397829472,1.38833998419595,0.165033542193665,0.476996388331208,"WT_vs_DEL","YOR257W"
"chr15_811671",166.01405243659,-0.0896293232446763,0.0810527958557391,-1.10618198992278,0.268647756533841,0.604824878747504,"WT_vs_DEL","YOR258W"
"chr15_812395",1686.09372907128,0.117823694213239,0.0521451027973473,2.25943805381157,0.0238561495432735,0.14741080027228,"WT_vs_DEL","YOR259C"
"chr15_813984",690.505453633159,-0.0988052721650645,0.0620915730726475,-1.59143440642242,0.111511846301252,0.391715485421362,"WT_vs_DEL","YOR260W"
"chr15_8154",4.30336561164588,0.000732701413910156,0.027788473185501,0.0261847527201798,0.979109977280371,NA,"WT_vs_DEL","X"
"chr15_815915",1791.11339991396,0.093206133453425,0.049668864359615,1.87650599086142,0.0605858328426978,0.272564406883631,"WT_vs_DEL","YOR261C"
"chr15_817292",280.908973099497,-0.176969797848334,0.0784838494862592,-2.25550862408045,0.0241014215760304,0.148592238099986,"WT_vs_DEL","YOR262W"
"chr15_81787",7310.49922863463,-0.11218306430619,0.0772827729712921,-1.451638239215,0.146602220351503,0.445442197554942,"WT_vs_DEL","X"
"chr15_818866",758.412121737203,0.0415313808462474,0.0626503773268849,0.662838018553396,0.507434301533598,0.783422062892449,"WT_vs_DEL","YOR264W"
"chr15_820454",111.579045933256,0.0860722532875601,0.0813454979128755,1.05805387133302,0.290030882955182,0.622815983412097,"WT_vs_DEL","YOR265W"
"chr15_821023",164.750330046387,-0.123508615709995,0.0814784277740737,-1.5152446665004,0.12971045540115,0.421336873109557,"WT_vs_DEL","YOR266W"
"chr15_822588",1784.77158630045,0.0124737848242297,0.0487155272026142,0.256047459025342,0.797914191424631,0.928578397119358,"WT_vs_DEL","YOR267C"
"chr15_826385",96.2897258752188,-0.100003352309717,0.0809457850359761,-1.23636861758855,0.216321575767993,0.545210844860784,"WT_vs_DEL","YOR269W"
"chr15_828052",2318.21080767479,0.104532668817583,0.0475618273861894,2.19767615234595,0.0279721921549834,0.162770700975471,"WT_vs_DEL","YOR270C"
"chr15_831059",367.883962947216,-0.156874017690094,0.0726165835516826,-2.16034523487903,0.0307459536171609,0.173242794094319,"WT_vs_DEL","YOR271C"
"chr15_832388",14.0998475451704,0.00697934444776278,0.0471388068089215,0.148234262811803,0.882157892688669,NA,"WT_vs_DEL","X"
"chr15_832813",272.874520496064,-0.0328589913288535,0.0773182457079698,-0.42511842965916,0.67075034361741,0.876720304438833,"WT_vs_DEL","YOR272W"
"chr15_834452",2432.33659112894,0.100374973086028,0.0447202188612244,2.2444194224518,0.024805428010614,0.150018800008931,"WT_vs_DEL","YOR273C"
"chr15_836552",124.844927431529,-0.0442369483015794,0.0817942904770289,-0.540748799397713,0.588680737845377,0.833371873273326,"WT_vs_DEL","X"
"chr15_837107",2.00771863190173,0.00376856547572975,0.0195194373135902,0.194206394077394,0.846014276438986,NA,"WT_vs_DEL","X"
"chr15_837674",332.637668042484,-0.122412408291155,0.0744322498978031,-1.64447199258922,0.100078744919563,0.369673562363763,"WT_vs_DEL","YOR274W"
"chr15_83834",273.819017284527,-0.0839972460976703,0.0779311513935422,-1.07839830158225,0.280856044641358,0.616143746082509,"WT_vs_DEL","YOL125W"
"chr15_839084",1053.77600111993,0.042892039003804,0.0557819664885653,0.76890829647791,0.441947751894828,0.741705884999548,"WT_vs_DEL","YOR275C"
"chr15_841333",300.356024027124,0.0952180821289257,0.0778676748403467,1.22198760202884,0.221712315460162,0.551214174664784,"WT_vs_DEL","YOR276W"
"chr15_842434",14.4710141756257,-0.0490823964066699,0.0490986181764016,-1.00239520603853,0.3161527565695,NA,"WT_vs_DEL","X"
"chr15_842477",48.4485654645331,0.170206683084613,0.0720548784760109,2.37025758519267,0.0177756963233376,0.119946323436379,"WT_vs_DEL","X"
"chr15_842817",273.131505346062,0.01850482850836,0.0768225927709056,0.240854727249742,0.809667711676032,0.931625343135523,"WT_vs_DEL","YOR278W"
"chr15_843698",118.222136659836,-0.0355252391875459,0.0814439109983459,-0.435987426816391,0.662845851940753,0.872803272418979,"WT_vs_DEL","YOR279C"
"chr15_844992",235.735421021364,0.16534747327202,0.0787547129918531,2.09874281265645,0.0358395784509845,0.190447447793648,"WT_vs_DEL","YOR280C"
"chr15_846269",227.299279090069,0.0960226534667603,0.0796515766244217,1.20484317929848,0.228263847311793,0.55784874782539,"WT_vs_DEL","YOR281C"
"chr15_847453",266.768911748964,0.0195641603855655,0.076623550801366,0.255318702987196,0.798476955634913,0.928578397119358,"WT_vs_DEL","YOR283W"
"chr15_848478",129.827611721289,-0.0186156144616734,0.0817311451351674,-0.227831766388388,0.819777030050648,0.936264784720104,"WT_vs_DEL","YOR284W"
"chr15_849259",3.65934664452757,0.0229081674443267,0.0268926490501113,0.867900221210076,0.385448957858413,NA,"WT_vs_DEL","X"
"chr15_849635",4440.73060044112,0.166589999961052,0.0422243460163218,3.9452090387958,7.97303929169841e-05,0.00176554733887376,"WT_vs_DEL","YOR285W"
"chr15_850280",240.838067875194,0.121984329125171,0.0780149794360011,1.56274016942479,0.118113722025273,0.403472504229187,"WT_vs_DEL","YOR286W"
"chr15_850937",123.225096048764,0.156738380124003,0.0817711984674352,1.91450470686752,0.0555556982931973,0.257675206998033,"WT_vs_DEL","YOR287C"
"chr15_852121",358.84455096264,-0.135808018598031,0.0732609918347741,-1.85417194622275,0.0637145642594994,0.281084949768071,"WT_vs_DEL","YOR288C"
"chr15_85272",2.29209927991829,0.00343778008601093,0.0213593886732518,0.160872480405171,0.872193837418124,NA,"WT_vs_DEL","X"
"chr15_853357",866.305599138308,0.153565782563783,0.0597884301127505,2.56792002042452,0.0102310758636968,0.0813199060618696,"WT_vs_DEL","YOR289W"
"chr15_8537",2.12244226557596,0.00680004343064548,0.0213075843657628,0.320611415517121,0.748504885630597,NA,"WT_vs_DEL","X"
"chr15_85456",71.3013860809567,-0.096318152046622,0.0775529774073987,-1.24128154540302,0.214501759664151,0.542787689750416,"WT_vs_DEL","YOL124C"
"chr15_855147",4779.83047657633,-0.0191382723051829,0.0373806788377464,-0.511984547423083,0.608661824375444,0.843412330781751,"WT_vs_DEL","YOR290C"
"chr15_861175",1004.55540537849,0.0497607437685174,0.0563472693023599,0.883076442229158,0.377194971380401,0.691564620530239,"WT_vs_DEL","YOR291W"
"chr15_865653",160.668590654699,-0.165428689664299,0.0813938157006217,-2.03271539131192,0.0420812853932788,0.211933270064734,"WT_vs_DEL","YOR292C"
"chr15_867098",1267.8815684053,0.136796437616742,0.0556388803787246,2.45834541891011,0.0139578851404834,0.100150650122053,"WT_vs_DEL","X"
"chr15_868340",203.156252537773,-0.0709507160681914,0.0798191265149904,-0.888950864419604,0.374029487445487,0.689377980105632,"WT_vs_DEL","YOR294W"
"chr15_869208",69.2300139839239,0.124056934012118,0.0780118906382475,1.59014775702593,0.11180150327432,0.391787164491475,"WT_vs_DEL","YOR295W"
"chr15_870202",528.427644163038,0.135879177182904,0.067549430581077,2.01076351464639,0.0443504416316298,0.219095801497921,"WT_vs_DEL","YOR296W"
"chr15_874743",151.593287226258,0.0982271319304913,0.0815640870248937,1.2039731648452,0.228599950749723,0.55784874782539,"WT_vs_DEL","YOR297C"
"chr15_875599",15.21714047508,-0.0199806420275724,0.0500942752638166,-0.399374045624141,0.689617615083776,NA,"WT_vs_DEL","YOR298W"
"chr15_876740",2.09752745944026,0.00730182314712712,0.0212681774595505,0.343695195778924,0.731075524542402,NA,"WT_vs_DEL","X"
"chr15_877230",1771.95607475143,0.299107000476719,0.0499982707197112,5.98050552868064,2.22446175724509e-09,1.25340711489919e-07,"WT_vs_DEL","YOR298C-A"
"chr15_878435",479.171615033299,0.0309075350794485,0.0705143904625761,0.438282482809064,0.661181522629265,0.871791824555688,"WT_vs_DEL","YOR299W"
"chr15_87844",718.802599062953,0.00437510592243912,0.0642890245330097,0.0680550530870522,0.945741809799446,0.983951853668856,"WT_vs_DEL","YOL123W"
"chr15_879862",1.82203799497438,-0.0266278307115185,0.0191452333810527,-1.45998923503215,0.144293032524291,NA,"WT_vs_DEL","X"
"chr15_880965",213.319085332935,0.0297067292613312,0.0800799459168791,0.370895775480063,0.710715161783721,0.894710680294648,"WT_vs_DEL","YOR301W"
"chr15_882899",1869.22495476983,-0.0873327829946877,0.0803163744837109,-1.08737261895753,0.276872166948477,0.613821387652428,"WT_vs_DEL","YOR303W"
"chr15_884514",1026.1814691854,0.0209367638286251,0.0556632482743304,0.376141900541821,0.706811405575099,0.892819944020897,"WT_vs_DEL","YOR304W"
"chr15_888391",12.5335887512779,0.0275048391220235,0.0473166024429088,0.582868300333325,0.55998196180047,NA,"WT_vs_DEL","X"
"chr15_888520",34.3793548558147,0.0269423269647542,0.0665515861318909,0.405335010331875,0.685231275133238,NA,"WT_vs_DEL","YOR304C-A"
"chr15_889022",276.746855175779,-0.0817044141725693,0.0787113984733912,-1.0379524795164,0.299292179289281,0.629210119074731,"WT_vs_DEL","YOR305W"
"chr15_889867",189.244564066042,-0.27984379794132,0.0806023099692672,-3.47061642254628,0.000519265184914793,0.00845962739077649,"WT_vs_DEL","YOR306C"
"chr15_891815",11.1575545361573,-0.000322278009049135,0.0421749270988649,-0.00763064691754396,0.993911683719445,NA,"WT_vs_DEL","X"
"chr15_891968",19.7557514116874,-0.030928162391796,0.0516412694966606,-0.598754381043591,0.549336687338955,NA,"WT_vs_DEL","X"
"chr15_892253",1.92827562355222,-0.0156868086932803,0.0200806600087024,-0.794668224349791,0.426806520837205,NA,"WT_vs_DEL","X"
"chr15_892731",535.668812028695,-0.00740385114350333,0.0683390944337518,-0.108347925238877,0.913719707500698,0.973187565662537,"WT_vs_DEL","YOR307C"
"chr15_894624",283.444095988449,0.126510208709723,0.0768938175903019,1.64437084354845,0.100099623897832,0.369673562363763,"WT_vs_DEL","YOR308C"
"chr15_896825",549.392887907499,-0.03958585658326,0.0702727341626758,-0.563220836673848,0.573284515978415,0.824295649427276,"WT_vs_DEL","YOR310C"
"chr15_89692",986.082301385111,-0.0786130118396376,0.0560029091561276,-1.40378277164499,0.16038354575356,0.469659784172009,"WT_vs_DEL","YOL122C"
"chr15_899056",315.583884717756,-0.10928135840738,0.076425749266663,-1.42965553401239,0.152815908298722,0.455804682457036,"WT_vs_DEL","YOR311C"
"chr15_900250",1416.3962299686,-0.00876287439524712,0.0550624170227706,-0.15914266586347,0.873556474040149,0.955296166674705,"WT_vs_DEL","X"
"chr15_901858",87.0163361568252,0.122489049270228,0.0793347654755609,1.54439063744956,0.122493726804974,0.410548762807482,"WT_vs_DEL","YOR313C"
"chr15_904760",252.932781056174,0.178409872811475,0.0798256881789098,2.23398813792451,0.0254838535694047,0.152501167890097,"WT_vs_DEL","YOR315W"
"chr15_905886",33.3679900594196,0.00994104787186049,0.0659893237257738,0.150728201798536,0.880190125570188,NA,"WT_vs_DEL","X"
"chr15_906236",824.869862163364,0.0395676990358841,0.0604913324355668,0.654060419419729,0.513072880429743,0.786610303132208,"WT_vs_DEL","YOR316C"
"chr15_907726",2.22311467689268,0.0340263193243127,0.0216869622967094,1.63759795995456,0.101505588916164,NA,"WT_vs_DEL","YOR316C-A"
"chr15_909343",6120.5927943564,0.14937020435041,0.039596116579321,3.77218450639425,0.000161824517889897,0.00319771990038682,"WT_vs_DEL","YOR317W"
"chr15_911311",5.01088085464362,-0.00863302706884499,0.030527594717231,-0.283064717139534,0.777127227566713,NA,"WT_vs_DEL","X"
"chr15_912660",1.957354043976,0.0100132269407261,0.0197204481223513,0.514979067812256,0.606567647303538,NA,"WT_vs_DEL","X"
"chr15_912822",241.329936114112,0.0332658658352318,0.0778707859393177,0.42717960631767,0.669248514130452,0.876165929127307,"WT_vs_DEL","YOR319W"
"chr15_913619",525.281741331143,-0.03797647358976,0.070285511425147,-0.54033091629917,0.58896884103063,0.833371873273326,"WT_vs_DEL","YOR320C"
"chr15_916030",814.324728554969,-0.0502328954414342,0.0592685785849129,-0.847586505186698,0.396668292406632,0.706218916013878,"WT_vs_DEL","YOR321W"
"chr15_918606",1216.1513909591,-0.0657764979925039,0.054493071586618,-1.20707990061916,0.227401374608015,0.557532752077807,"WT_vs_DEL","YOR322C"
"chr15_92026",752.121436976816,0.0877366451198,0.0634613753335671,1.38226136990732,0.166891462665416,0.480015001627218,"WT_vs_DEL","X"
"chr15_921535",938.821255386363,-0.0511743541995289,0.059808904288143,-0.855588467999091,0.392225450886871,0.702819597291305,"WT_vs_DEL","YOR323C"
"chr15_922409",1.69062374234291,-0.00211622541880207,0.0184024003226923,-0.115451509337629,0.908087253327794,NA,"WT_vs_DEL","X"
"chr15_923232",881.556520419171,0.0113326691767663,0.0587351886775577,0.192946380460397,0.847000961086046,0.946019682815294,"WT_vs_DEL","YOR324C"
"chr15_924577",1.91662438997485,-0.00671106064242458,0.0194874666634769,-0.348397466867615,0.727541704654723,NA,"WT_vs_DEL","YOR325W"
"chr15_925721",2218.78931018498,0.0564071843412989,0.0463651512510433,1.2165760439463,0.223765561984951,0.553914664313335,"WT_vs_DEL","YOR326W"
"chr15_930734",1255.76575018347,0.00817652951607382,0.0525797706551867,0.15550683133754,0.876421768826901,0.955797607890173,"WT_vs_DEL","YOR327C"
"chr15_931803",7355.74962704292,-0.114766880515205,0.0416284089201627,-2.75696886124636,0.0058339906895662,0.0546073042998705,"WT_vs_DEL","YOR328W"
"chr15_93244",1.66006350379606,0.00518416232375574,0.0190460035022113,0.273614374566388,0.784380986115299,NA,"WT_vs_DEL","X"
"chr15_93395",1305.21129088039,0.0748800005092719,0.0582778847249522,1.28478419605751,0.198867706490969,0.521066352504652,"WT_vs_DEL","X"
"chr15_936731",1311.65334022249,-0.0643843932895236,0.0516089219649138,-1.24758295903202,0.212183822275478,0.538838970356869,"WT_vs_DEL","YOR329C"
"chr15_9379",3.00859340573976,0.00850102383980157,0.0223419214927298,0.381234834846626,0.703029002921397,NA,"WT_vs_DEL","X"
"chr15_939621",1768.12616502613,0.000960997738720398,0.0489713638023527,0.0196242639801512,0.984343107701731,0.993996852039713,"WT_vs_DEL","X"
"chr15_943656",3276.79290759673,0.0626166294148747,0.0430220285281826,1.4554510344682,0.145544436621926,0.443649378047873,"WT_vs_DEL","YOR332W"
"chr15_944596",106.029559253873,-0.0274525292337381,0.0813929078104813,-0.337466640430599,0.735765155804062,0.904762208660527,"WT_vs_DEL","YOR334W"
"chr15_946233",1604.99283856146,-0.0300279829445363,0.0508815296604909,-0.590167627621418,0.555078273081983,0.816751519226626,"WT_vs_DEL","YOR335C"
"chr15_94856",511.278723226784,0.0935889824550502,0.0673084191774841,1.3902596877319,0.1644500343945,0.47594448377055,"WT_vs_DEL","YOL119C"
"chr15_949773",1337.99092443418,-0.0772929322203129,0.0513496626500909,-1.505269924497,0.132254694194012,0.426256805074377,"WT_vs_DEL","YOR336W"
"chr15_954344",294.717387794306,-0.102571097905326,0.076916353560231,-1.3332567209689,0.182447571134511,0.502569761532673,"WT_vs_DEL","YOR337W"
"chr15_956898",169.365444043755,-0.221637726716957,0.0813359894746082,-2.72539210853654,0.00642251632008198,0.0589524844799783,"WT_vs_DEL","YOR338W"
"chr15_958362",3.14489219678554,0.00611575358593363,0.0253490252573799,0.241886846394255,0.808867842594111,NA,"WT_vs_DEL","YOR339C"
"chr15_959202",125.563370086474,-0.156654786110684,0.0815779391401587,-1.92164984156011,0.0546498325826294,0.255005447742808,"WT_vs_DEL","YOR340C"
"chr15_9597",31.5681048575117,0.0196103630576384,0.0643331419518531,0.304433042919261,0.760797997075217,NA,"WT_vs_DEL","YOL163W"
"chr15_960987",2476.96306972112,-0.12305814781001,0.0462226363840093,-2.66236347700312,0.00775940389907436,0.0670087520328258,"WT_vs_DEL","YOR341W"
"chr15_966069",85.6035694494584,0.152229122411358,0.0803757140816988,1.89316387999068,0.0583360791991203,0.266153240803506,"WT_vs_DEL","X"
"chr15_96608",7.88919109090152,0.00076383932305111,0.0388108659174735,0.0196540052631222,0.98431938216709,NA,"WT_vs_DEL","YOL118C"
"chr15_96656",3.55562560946389,0.0113574243749686,0.0260794391547681,0.441319945718272,0.658981388380021,NA,"WT_vs_DEL","X"
"chr15_966666",339.963706703561,-0.111665075809931,0.0739252280863801,-1.5105998816812,0.130890424143058,0.423447675174705,"WT_vs_DEL","YOR342C"
"chr15_967667",36.3247305643444,-0.0499001566781161,0.067468877953564,-0.73990911774245,0.459355141589939,0.751162477226276,"WT_vs_DEL","X"
"chr15_968148",84.2576652536843,0.00014869844948426,0.0790563007341029,0.00188162146175182,0.998498684172294,0.998996301149293,"WT_vs_DEL","YOR343C"
"chr15_969392",3.68164041546894,-0.027853424439465,0.0239396227432145,-1.1949934694559,0.232089581638692,NA,"WT_vs_DEL","X"
"chr15_969508",2.78154612717144,-0.0094284514412304,0.0227946275899047,-0.411946737377175,0.68037846306136,NA,"WT_vs_DEL","X"
"chr15_969768",13.9466813374465,-0.0712061172590339,0.049733836670024,-1.43498814024333,0.151290477191588,NA,"WT_vs_DEL","X"
"chr15_969992",15.3341815613304,-0.0208067078628776,0.0506968174837732,-0.410675842802501,0.681310242771055,NA,"WT_vs_DEL","X"
"chr15_970105",2.05744349498441,-0.0195790814814449,0.0206795833631198,-0.961201785280223,0.336450718924029,NA,"WT_vs_DEL","X"
"chr15_970578",165.072681354275,-0.352990013712975,0.0816362751405714,-4.32231462987562,1.54400793352337e-05,0.000416443087662631,"WT_vs_DEL","YOR343W-A"
"chr15_971851",2371.86647070869,-0.0458672524033319,0.0505020912035571,-0.908268399261094,0.363736434016176,0.679249906846191,"WT_vs_DEL","X"
"chr15_97368",1.62359854419233,-0.00272095892717002,0.0184502325698329,-0.146640260700556,0.883415973728238,NA,"WT_vs_DEL","X"
"chr15_97551",762.78582237281,0.0727716193142467,0.0613251242290457,1.18650347270745,0.235423530877934,0.566948605569477,"WT_vs_DEL","YOL117W"
"chr15_976630",78.6382418097882,0.00757401575328108,0.0788365695085418,0.0961756248897035,0.923381089578433,0.97657717539321,"WT_vs_DEL","X"
"chr15_976861",50.4296415546569,0.0212836934456703,0.0739993425110168,0.287475704944578,0.773748101849718,0.917566252891591,"WT_vs_DEL","X"
"chr15_976947",1.59642643318823,0.0188948602625321,0.0179789969239892,1.09294759520997,0.274416809331311,NA,"WT_vs_DEL","X"
"chr15_977194",707.660561270897,0.0603127538747961,0.0622767127961486,0.968385320153187,0.332851968132145,0.659685063039007,"WT_vs_DEL","YOR344C"
"chr15_978480",2.8794522901099,0.00804389092161639,0.0236862403363359,0.339414022911169,0.734297856164485,NA,"WT_vs_DEL","X"
"chr15_980868",5.27474424393845,0.0734427190065084,0.0318195071969261,2.41000694259255,0.0159522169609977,NA,"WT_vs_DEL","X"
"chr15_981828",565.443788963647,-0.0195420168747682,0.0659507581124993,-0.296338406988892,0.766971657867078,0.91502767668633,"WT_vs_DEL","YOR346W"
"chr15_984942",1228.49617449193,0.0710636529903152,0.0534259277781933,1.32999740844473,0.183519125166187,0.504544609333706,"WT_vs_DEL","YOR347C"
"chr15_986633",13.0723928905259,-0.000179343227678324,0.0421046547899921,-0.00426938292543029,0.996593535628276,NA,"WT_vs_DEL","X"
"chr15_986899",21566.4882561529,-0.0309369502179573,0.0351573161704438,-0.879959789247803,0.378881093226927,0.692563110708405,"WT_vs_DEL","YOR348C"
"chr15_989010",2.33612912853982,-0.0215260377332127,0.0206576587482149,-1.07840301326069,0.280853942873434,NA,"WT_vs_DEL","X"
"chr15_989789",459.579939086826,-0.179681838774333,0.0701827162086103,-2.56043850764419,0.0104540162242477,0.0819473916421402,"WT_vs_DEL","YOR349W"
"chr15_992864",745.599237482076,-0.0038188719749893,0.060930407495001,-0.0626752576270924,0.95002510020114,0.985884909782036,"WT_vs_DEL","YOR350C"
"chr15_995018",17.4492399256394,0.0370972070652185,0.0503483021094749,0.737428731921444,0.460861668228255,NA,"WT_vs_DEL","YOR351C"
"chr15_997213",480.426386430504,-0.0995936779954028,0.0680337513946139,-1.46388789272316,0.143224581992938,0.440865347659037,"WT_vs_DEL","YOR352W"
"chr15_99809",585.911112598854,-0.087396137652532,0.0676040835119105,-1.29289191221665,0.196048445153258,0.519932766164775,"WT_vs_DEL","YOL116W"
"chr15_998453",986.49230772463,-0.200365480914778,0.0584663077109552,-3.42716816650732,0.000609911231841791,0.00953572752860338,"WT_vs_DEL","YOR353C"
"chr16_100138",2.02875416040642,-0.0035949139106529,0.0204663219862905,-0.176317356238363,0.860044627329665,NA,"WT_vs_DEL","X"
"chr16_100496",569.15811809918,-0.0214136092768582,0.0681240980945078,-0.314345416546431,0.753258707659855,0.910921229343866,"WT_vs_DEL","YPL237W"
"chr16_101608",440.316536179884,-0.191166247266379,0.0698488025442636,-2.73709675253506,0.00619840600338587,0.0574513494548355,"WT_vs_DEL","YPL236C"
"chr16_103232",398.982989823258,0.096635052279157,0.0708577246551809,1.36348757164029,0.172728898744357,0.489093690293029,"WT_vs_DEL","YPL235W"
"chr16_104946",854.394450152049,0.0441076629817601,0.0596469512727921,0.739418197299422,0.459653095724518,0.751162477226276,"WT_vs_DEL","YPL234C"
"chr16_105229",7.2552477607512,0.0457165158346963,0.0368408626345684,1.25627302134632,0.209016999848478,NA,"WT_vs_DEL","X"
"chr16_106172",266.278057207218,-0.153940746554801,0.0767384489948307,-2.00614807463467,0.0448404519686877,0.221132592854248,"WT_vs_DEL","YPL233W"
"chr16_107275",942.193244390423,-0.0194729881494952,0.0573025750285391,-0.33983082166942,0.733983935448462,0.903808316450097,"WT_vs_DEL","YPL232W"
