"ORF","sample1","sample2","sample3","sample4","sample5","sample6"
"chr2_476735",1,1,1,0,1,0
"chr2_477136",0,0,0,0,2,0
"chr2_477205",0,0,0,0,0,0
"chr2_477671",33443.629,32766.034,38761.144,26257.088,28094.27,31349.003
"chr2_479187",0,0,0,1,0,0
"chr2_479338",380,362,416,292,339,360
"chr2_479671",0,0,0,0,0,0
"chr2_480435",240,250,280,184,216,203
"chr2_480982",0,0,0,0,0,0
"chr2_481293",0,0,0,0,0,0
"chr2_481364",2243,2205,2588,1862,1886,2364
"chr2_483538",0,0,0,0,0,0
"chr2_483754",3,1,1,1,2,0
"chr2_483777",0,0,0,0,0,0
"chr2_483970",322,308,417,301,304,282
"chr2_484742",691,549,754,499,517,603
"chr2_486234",0,0,1,0,0,0
"chr2_48692",1,1,1,1,0,1
"chr2_487199",348,367,447,324,373,425
"chr2_488231",0,0,0,0,0,0
"chr2_48825",360,330,414,280,243,283
"chr2_488611",0,0,0,0,0,0
"chr2_488905",7349,7281,8876,6040.998,6557,6897
"chr2_488940",0,0,0,0,0,0
"chr2_48947",0,0,0,0,0,0
"chr2_490340",3,3,4,1.002,4,0
"chr2_490751",1,2,4,0,0,2
"chr2_490850",724,671,788,438,478,450
"chr2_490921",0,0,0,0,0,0
"chr2_491070",0,2,0,0,0,0
"chr2_491102",0,0,0,0,0,0
"chr2_491269",6327,5774,7226,5088,5720,5938
"chr2_492879",0,0,0,0,0,0
"chr2_493029",0,0,0,0,0,0
"chr2_493081",157,146,156,96,133,124
"chr2_493105",0,0,0,0,0,0
"chr2_49330",0,0,0,0,0,0
"chr2_494065",0,0,0,0,0,0
"chr2_494204",0,0,0,0,0,0
"chr2_49424",229.974,217,291,218.973,251.971,206.94
"chr2_494353",419,387,393,290,336,336
"chr2_494552",0,0,0,0,0,0
"chr2_49495",5,3,2,6,2.029,3
"chr2_495392",0,0,0,0,0,0
"chr2_495592",346,309,361,210,253,248
"chr2_495637",0,0,0,0,0,0
"chr2_495690",0,0,0,0,0,0
"chr2_497163",120,126,119,88,99,154
"chr2_49957",0,0,0,0,0,0
"chr2_499652",3755,3579,4498,3211,3457,3950
"chr2_501804",693,639,794,536,594,655
"chr2_501873",0,0,0,0,0,0
"chr2_50350",2.026,0,1,2.027,0,2.06
"chr2_504243",1,2,1,0,1,0
"chr2_504663",0,0,0,0,0,0
"chr2_504854",200,150,230,172,169,158
"chr2_505668",1764,1659,1964,1382,1504,1644
"chr2_50794",0,0,0,0,0,0
"chr2_50978",0,0,0,0,0,0
"chr2_51019",3172,2893,3573,2533,2861,2955
"chr2_512387",0,0,1,0,0,0
"chr2_512903",0,0,0,0,0,0
"chr2_513044",416,432,494,302,328,370
"chr2_513192",0,0,0,0,0,0
"chr2_513762",407,397,494,286,344,335
"chr2_514133",0,0,0,0,0,0
"chr2_515664",3582,3216,4026,2765,3129,3237
"chr2_516990",0,0,0,0,0,0
"chr2_517350",12262,11114,13790,10835,11884,11617
"chr2_526882",0,0,0,0,0,0
"chr2_526995",0,0,0,0,0,0
"chr2_527025",59,60,75,75,82,63
"chr2_527167",0,0,0,0,0,0
"chr2_527287",0,0,0,0,0,0
"chr2_528317",416,390,512,371,410,420
"chr2_530869",1173,1143,1334,932,1064,1234
"chr2_532505",0,0,0,0,0,0
"chr2_532582",0,0,0,0,0,0
"chr2_532675",0,0,0,0,0,0
"chr2_532983",0,0,0,0,0,0
"chr2_533235",0,0,1,1,2,2
"chr2_533385",0,0,0,0,0,0
"chr2_533534",0,0,0,0,0,0
"chr2_533698",0,0,0,0,0,0
"chr2_533762",291,241,325,228,210,257
"chr2_534410",0,1,1,1,0,0
"chr2_534836",0,0,0,0,0,0
"chr2_534893",0,0,0,0,0,0
"chr2_535073",0,0,0,0,0,0
"chr2_535260",569,535,698,402,468,537
"chr2_536081",34,33,47,38,29,32
"chr2_536117",0,0,0,0,0,0
"chr2_536575",1199,1147,1400,1280,1207,1289
"chr2_537874",0,0,0,0,0,0
"chr2_537876",105,108,103,64,96.962,86
"chr2_538667",0,0,0,0,1.038,3
"chr2_539345",0,0,0,1,0,0
"chr2_539752",0,1,0,1,0,0
"chr2_539987",4215,4276,4980,3361,3684.997,4026
"chr2_540196",0,0,0,0,0,0
"chr2_540273",0,0,0,0,0,0
"chr2_540805",0,0,0,0,1.003,0
"chr2_541209",1288,1263,1522,1130,1199,1312
"chr2_541352",0,0,0,0,0,0
"chr2_541695",0,0,0,0,0,0
"chr2_544494",0,0,0,0,0,0
"chr2_544564",0,0,0,0,0,0
"chr2_544842",0,0,0,0,0,0
"chr2_544856",0,0,0,0,0,0
"chr2_545028",998,950,1123,782,842,931
"chr2_545285",0,0,0,0,0,0
"chr2_545850",7,8,3,5,7,0
"chr2_546037",1,1,2,0,0,1
"chr2_546041",0,0,0,0,0,0
"chr2_546085",0,0,0,0,0,0
"chr2_546310",0,0,0,0,0,0
"chr2_546376",137,133,155,117,128,122
"chr2_546919",0,0,0,0,0,0
"chr2_547333",0,0,0,0,0,0
"chr2_547460",224,209,222,150,229,169
"chr2_548362",390,395,421,350,352,339
"chr2_549236",0,0,0,0,0,0
"chr2_549308",0,0,0,0,0,0
"chr2_549672",0,0,0,0,0,0
"chr2_549722",0,0,0,0,0,0
"chr2_549771",93,86,131,59,75,82
"chr2_551104",325,289,382,246,285,304
"chr2_551993",0,0,0,0,0,1
"chr2_553441",0,0,0,0,0,0
"chr2_553534",0,0,0,0,0,0
"chr2_553543",620,624,702,423,580,633
"chr2_553709",0,0,0,0,0,0
"chr2_554274",10,9,8,12,13,6
"chr2_554471",4,3,4,6,4,2
"chr2_554678",5,1,3,0,2,4
"chr2_554687",0,0,0,0,0,0
"chr2_554749",0,0,0,0,0,0
"chr2_554807",0,0,0,0,0,0
"chr2_554963",21,23,26,16,13,21
"chr2_555096",12,13,22,9,7,15
"chr2_555156",0,0,0,0,0,0
"chr2_555193",0,0,0,0,0,0
"chr2_555360",1,1,0,0,0,0
"chr2_555551",0,0,0,0,0,0
"chr2_555587",5,3,8,2,5,5
"chr2_555641",0,0,0,0,0,0
"chr2_555727",35,49,54,32,32,44
"chr2_555939",0,0,0,0,0,0
"chr2_555962",52,59,58,25,32,56
"chr2_556052",0,0,0,0,0,0
"chr2_556476",0,0,0,0,0,0
"chr2_556549",1712,1545,1963,1155,1287,1407
"chr2_556806",0,0,0,0,0,0
"chr2_558262",0,0,0,0,0,0
"chr2_558343",1,0,0,0,0,2
"chr2_558514",0,0,0,0,1,0
"chr2_558685",921,812,1080,678,714,804
"chr2_559693",0,0,0,0,0,0
"chr2_559844",0,0,3,0,2,0
"chr2_560078",375,387,415,307,310,389
"chr2_561211",0,0,0,0,0,0
"chr2_561220",0,0,1,1,1,1
"chr2_561343",0,0,0,0,0,0
"chr2_561634",143,95,131,96,85,123
"chr2_562862",12,17,11,3,5,11
"chr2_562932",0,0,0,0,0,0
"chr2_563023",22,19,17,7,13,17
"chr2_563203",5259,5207,6223,4203,4278,4931
"chr2_563705",0,0,0,0,0,0
"chr2_563792",0,0,0,0,0,0
"chr2_563925",0,0,0,0,0,0
"chr2_564903",0,0,0,0,0,0
"chr2_564935",0,0,0,0,0,2
"chr2_565231",29,24,27,18,25,16
"chr2_565425",0,0,0,0,0,0
"chr2_565591",0,0,0,0,0,0
"chr2_565723",469,419,543,374,408,484
"chr2_567875",135,140,144,65,84,91
"chr2_568852",294,298,343,234,308,293
"chr2_569697",0,0,0,0,0,0
"chr2_569842",203,175,252,181,189,191
"chr2_570053",0,0,0,0,0,0
"chr2_570150",0,0,0,1,0,0
"chr2_571445",0,0,0,0,0,0
"chr2_571468",96,97,99,61,77,67
"chr2_571659",0,0,0,0,0,0
"chr2_571991",0,0,0,0,0,0
"chr2_572101",0,0,0,0,0,0
"chr2_572214",0,0,0,0,0,0
"chr2_572218",0,0,0,0,0,0
"chr2_572267",0,0,0,0,0,0
"chr2_572371",373,286,360,277,273,301
"chr2_573915",5514,5282,6410,4361,4844,5127
"chr2_576344",702,636,753,463,535,618
"chr2_576391",0,0,0,0,0,0
"chr2_578151",0,0,0,0,0,0
"chr2_578300",0,0,0,0,0,0
"chr2_578364",333,278,340,197,227,250
"chr2_578981",0,0,0,0,0,0
"chr2_5790",35,23,51,30,43,33
"chr2_579005",0,0,0,0,0,0
"chr2_579150",1624,1453,1870,1488,1559,1766
"chr2_579481",0,0,0,0,0,0
"chr2_580336",0,0,0,0,0,0
"chr2_581726",867,786,1047,721,768,777
"chr2_581730",0,0,0,0,0,0
"chr2_582338",0,1,1,2.118,0,1
"chr2_582408",48,35,60,39.882,35,43
"chr2_582662",1,0,3,2,2,0
"chr2_582879",0,0,2,1,0,0
"chr2_583177",0,0,0,0,0,0
"chr2_583352",0,0,0,0,0,0
"chr2_583720",104,92,96,97,72,87
"chr2_583986",0,0,0,0,0,0
"chr2_584320",0,0,0,0,0,0
"chr2_584675",0,0,0,0,0,0
"chr2_584807",1374,1308,1658,1042,1165,1328
"chr2_586071",2,1,0,1,0,0
"chr2_586190",0,0,0,0,0,0
"chr2_586547",1883,1845,2177,1560,1611,1778
"chr2_586554",0,0,0,0,0,0
"chr2_586775",0,0,0,0,0,0
"chr2_586938",0,0,0,0,0,0
"chr2_588898",0,0,0,0,0,0
"chr2_589247",0,0,0,0,0,0
"chr2_589477",0,0,0,0,0,0
"chr2_589741",3,11,7,0,2,7
"chr2_590812",0,0,0,0,0,0
"chr2_591109",0,0,0,0,0,0
"chr2_591159",5,1,2,5,2,1
"chr2_591712",904.008,844.971,887.64,561.31,682.913,720.598
"chr2_592773",0,0,0,0,0,0
"chr2_592812",0,0,0,0,0,0
"chr2_593259",9,6,9,4,8,10
"chr2_593382",0,0,0,0,0,0
"chr2_593411",0,0,0,0,0,0
"chr2_593506",69,72,75,49,70,83
"chr2_59371",2,0,4,1,1,1
"chr2_59497",0,0,0,0,0,0
"chr2_594995",0,0,0,0,0,0
"chr2_595014",0,0,0,0,0,0
"chr2_595070",0,0,0,0,0,0
"chr2_595230",0,0,0,0,0,0
"chr2_595257",0,0,0,0,0,0
"chr2_595361",1,0,1,1,1,3
"chr2_59561",0,0,0,0,0,0
"chr2_595789",0,0,0,0,0,0
"chr2_595957",0,0,0,0,0,0
"chr2_596115",466,454,512,336,391,429
"chr2_59667",0,0,0,0,0,0
"chr2_597035",0,0,0,0,0,0
"chr2_597129",0,0,0,0,0,0
"chr2_597286",0,0,0,0,0,0
"chr2_597363",51,61,53,43,54,33
"chr2_59822",507,607.001,644,427,357,487
"chr2_59895",0,0,0,0,0,0
"chr2_599060",0,0,0,0,1,0
"chr2_599123",241,216,274,142,143,216
"chr2_599902",0,0,0,0,0,0
"chr2_600156",0,0,0,0,0,0
"chr2_600182",0,0,0,0,0,0
"chr2_600294",0,0,0,0,0,0
"chr2_600553",55,47,37,27,36,41
"chr2_60129",0,0,0,0,0,0
"chr2_601593",0,0,0,0,0,0
"chr2_601941",0,0,0,0,0,0
"chr2_602093",0,0,0,0,0,0
"chr2_602227",0,0,0,0,0,0
"chr2_602462",3,1,0,2,1,2
"chr2_602634",132,137,156,114,99,125
"chr2_60268",0,0,0,0,0,0
"chr2_603329",0,0,0,0,0,0
"chr2_603588",24,19,19,12,17,16
"chr2_603685",117,101,134,116,125,103
"chr2_60378",1,1,1,0,1,0
"chr2_604080",0,0,0,0,1,1
"chr2_604419",0,0,0,0,0,0
"chr2_604508",1258,1207,1529,949,954,1201
"chr2_606270",1513,1571,2002,1430,1315,1677
"chr2_607149",0,0,0,0,0,0
"chr2_607322",0,0,0,0,0,0
"chr2_607324",0,0,0,0,0,0
"chr2_607652",162,152,186,118,110,130
"chr2_60830",0,0,0,0,0,0
"chr2_60841",0,1,0,0,0,0
"chr2_609082",327,307,383,213,273,261
"chr2_609436",0,0,0,0,0,0
"chr2_609812",0,0,0,0,0,0
"chr2_610038",79,74,75,60,85,82
"chr2_610308",0,0,0,0,0,0
"chr2_610427",0,0,0,0,0,0
"chr2_610468",0,0,0,0,0,0
"chr2_610552",3,0,0,2,0,0
"chr2_610614",144,156,157,135,146,138
"chr2_610873",0,0,0,0,0,0
"chr2_611178",0,0,0,0,0,0
"chr2_611644",0,0,0,0,0,0
"chr2_61202",1015,1077,1171,825,1012,966
"chr2_612186",0,0,0,0,0,0
"chr2_612236",9085,8820,10616,8995,9936,10422
"chr2_614024",1,4,2,0,0,0
"chr2_614215",0,0,2,0,0,0
"chr2_614373",0,0,0,0,0,0
"chr2_614479",0,1,0,0,1,0
"chr2_614526",0,0,0,0,0,0
"chr2_614585",0,0,0,0,0,0
"chr2_614655",0,0,0,0,0,0
"chr2_614702",0,0,0,0,0,0
"chr2_614936",0,1,0,0,1,0
"chr2_615197",0,0,0,0,0,0
"chr2_615203",275,228,270,199,218,247
"chr2_615618",0,0,0,0,0,0
"chr2_615936",0,1,2,1,2,0
"chr2_616127",1537,1534,1779,1154,1404,1473
"chr2_618909",1081,950,1157,776,918,901
"chr2_620401",0,0,0,0,0,0
"chr2_620769",0,0,0,0,0,0
"chr2_620872",905,813,1056,687,780,933
"chr2_622604",1,0,0,0,0,0
"chr2_622822",0,0,0,0,0,0
"chr2_622912",0,0,0,0,0,0
"chr2_622983",1,0,0,0,0,0
"chr2_623576",120,139,166,111,122,112
"chr2_624333",14,8,8,13,1,0
"chr2_624493",642,622,687,758,794,706
"chr2_624877",0,0,0,0,0,0
"chr2_624899",0,0,0,0,0,0
"chr2_625282",0,0,0,0,0,0
"chr2_625579",0,0,0,0,0,0
"chr2_625772",1700,1587,1986,1411,1497,1644
"chr2_629168",1979,1832,2249,1490,1643,1749
"chr2_629461",0,0,0,0,0,0
"chr2_629570",0,0,0,0,0,0
"chr2_629618",0,0,0,0,0,0
"chr2_631407",0,0,0,0,0,0
"chr2_631921",0,0,0,0,0,0
"chr2_632122",0,0,0,0,0,0
"chr2_632254",525,464,544,381,419,479
"chr2_633335",1,1,0,0,2,0
"chr2_633622",884,764,966,632,718,819
"chr2_634966",0,0,0,0,0,0
"chr2_635146",907,842,1026,771,798,843
"chr2_635769",0,0,0,0,0,0
"chr2_63626",0,0,0,0,0,0
"chr2_636703",1654,1535,2036,1236,1359,1452
"chr2_63876",1457,1405,1773,1188,1233,1398
"chr2_640162",0,0,0,0,0,0
"chr2_641501",0,0,0,0,0,0
"chr2_642354",0,0,0,0,0,0
"chr2_642396",0,0,0,0,0,0
"chr2_642458",0,0,0,0,0,0
"chr2_642583",2,1,2,0,1,1
"chr2_642617",0,0,0,0,0,0
"chr2_642799",0,0,0,0,0,0
"chr2_642906",0,0,0,0,0,0
"chr2_642943",2,2,5,5,5,5
"chr2_643226",0,0,0,1,0,0
"chr2_643315",0,0,0,0,0,0
"chr2_643881",0,0,0,0,0,0
"chr2_644096",0,0,0,0,0,0
"chr2_644210",7,14,17,9,10,13
"chr2_644372",13,3,12,12,12,9
"chr2_644488",3,0,0,0,0,0
"chr2_644531",0,0,0,0,0,0
"chr2_644579",0,0,0,0,0,0
"chr2_644678",9,21,22,13,17,14
"chr2_644847",0,0,0,0,0,0
"chr2_644902",0,0,0,0,0,0
"chr2_644963",0,0,0,0,0,0
"chr2_645252",0,0,0,0,0,0
"chr2_645273",2,2,4,3,1,8
"chr2_645550",135,120,152,85,100,134
"chr2_646071",0,0,2.047,0,0,1.058
"chr2_646158",181,156,211,161,144,168
"chr2_646705",0,0,0,0,0,0
"chr2_647147",0,0,0,0,0,0
"chr2_647686",0,0,0,0,0,0
"chr2_647886",4625,4193,5343,3998,4446,4693
"chr2_649985",77,67,100,45,52,63
"chr2_650124",0,0,0,0,0,0
"chr2_650241",0,0,0,0,0,0
"chr2_650368",50,42.82,49,35,40,58
"chr2_650811",3,3.18,5,5,3,6
"chr2_651066",0,0,0,0,0,0
"chr2_651301",0,0,0,0,0,0
"chr2_651309",9,7,18,10,6,3
"chr2_651415",5876,5811,7199,4901,5641,5788
"chr2_651706",0,0,0,0,0,0
"chr2_652697",0,0,0,0,0,0
"chr2_653095",0,0,0,0,0,0
"chr2_653268",0,0,0,0,0,0
"chr2_653286",0,0,0,0,0,0
"chr2_653356",724,643,763,623,638,686
"chr2_653406",2,1,2,0,0,0
"chr2_655576",688,666,824,631,548,658
"chr2_657832",148,153,208,131,151,158
"chr2_657884",0,0,0,0,0,0
"chr2_658707",5452.496,5267.764,6374.388,4528.725,4910.106,5401.754
"chr2_661518",3.03,3.058,1.005,1.008,3.028,1.007
"chr2_662094",3,6,11,6,2,9
"chr2_662499",0,0,0,0,0,0
"chr2_662995",494.943,506,636,477,495,515
"chr2_664312",0,0,0,0,0,0
"chr2_664343",2.057,0,0,1,0,2
"chr2_664705",0,0,0,0,0,0
"chr2_664833",0,0,0,0,0,0
"chr2_664929",3,1,4,3,6,1
"chr2_665153",2935,2828,3451,2537,2865,3064
"chr2_666108",15,7,10,12,15,4
"chr2_666373",16,20,16,7,17,16
"chr2_666538",1,0,0,0,0,0
"chr2_666599",0,0,0,0,0,0
"chr2_666720",3830,3752,4543,3603,3535,4697
"chr2_66860",0,1,0,0,0,0
"chr2_668663",362,367,504,372,391,373
"chr2_670125",31,20,38,23,23,27
"chr2_670266",0,0,0,0,0,0
"chr2_670627",1263,1130,1557,1031,1137,1298
"chr2_67169",798,654,890,634,740,766
"chr2_673155",1,3,2,1,1,0
"chr2_673572",361,320,441,254,298,290
"chr2_674986",0,0,0,0,0,0
"chr2_675313",166,127,146,94,120,114
"chr2_675852",0,0,0,0,0,0
"chr2_676357",1569,1526,1931,1320,1455,1550
"chr2_676385",0,0,0,0,0,0
"chr2_679489",0,0,0,0,0,0
"chr2_679528",0,0,0,0,0,0
"chr2_679549",10936,10775,12925,9643,10216,11610
"chr2_680101",0,0,0,0,0,0
"chr2_680362",146,177,159,116,99,91
"chr2_681489",2288,2744,2727,2478,2190,1107
"chr2_681767",0,0,0,0,2,0
"chr2_682179",349,364,383,301,266,309
"chr2_683126",0,0,0,0,0,0
"chr2_683428",262,258,286,178,231,212
"chr2_684330",0,0,0,0,0,0
"chr2_684977",45,26,37,31,37,38
"chr2_685261",0,0,0,0,0,0
"chr2_685438",1437,1231,1474,983,1130,1090
"chr2_686814",0,0,0,0,0,0
"chr2_686901",1121,1062,1276,876,1047,1202
"chr2_690282",0,0,0,0,0,0
"chr2_69030",0,0,0,0,0,0
"chr2_690383",618,523,640,374,448,466
"chr2_691969",687,683,779,557,576,654
"chr2_692343",0,0,0,0,0,0
"chr2_694776",0,0,0,0,0,0
"chr2_695107",103,88,126,93,109,118
"chr2_69751",401,362,401,307,333,342
"chr2_697809",1,1,0,0,0,1
"chr2_697895",2,1,2,1,0,1
"chr2_698011",0,0,0,0,0,0
"chr2_698169",2,5,2,3,4,3
"chr2_698354",233.904,241,257,183,187.971,225
"chr2_699203",0,0,0,0,0,0
"chr2_699557",3.096,0,1,2,1.029,0
"chr2_699778",1,2,3,4,2,2
"chr2_699948",0,0,1,0,0,0
"chr2_700217",0,0,0,0,2,0
"chr2_700372",4,4,3,2,6,3
"chr2_700490",137,115,130,111,127,149
"chr2_700863",0,0,0,0,0,0
"chr2_702050",2,0,3,0,0,1
"chr2_702589",2452,2604,2943,2180,2509,2566
"chr2_703589",0,0,0,0,0,0
"chr2_703679",0,0,0,0,0,0
"chr2_703931",1,1,1,0,0,0
"chr2_704234",0,0,0,0,0,0
"chr2_704414",0,0,0,0,0,0
"chr2_704564",0,0,0,0,0,0
"chr2_704670",369,386,452,314,400,394
"chr2_704733",0,0,0,0,0,0
"chr2_704906",0,0,0,0,0,1
"chr2_705447",408,369,433,312,313,374
"chr2_705879",0,0,0,0,0,0
"chr2_706425",0,0,0,0,0,0
"chr2_706845",0,0,0,0,0,0
"chr2_706959",0,0,0,0,0,0
"chr2_706978",0,0,0,0,0,0
"chr2_707017",0,0,0,0,0,0
"chr2_707070",0,0,0,0,0,0
"chr2_707161",0,0,0,0,0,0
"chr2_707280",0,0,0,0,0,0
"chr2_707387",0,0,0,0,0,0
"chr2_707477",0,0,0,0,0,0
"chr2_707528",90,112,105,61,74,70
"chr2_708150",1162,1103,1448,987,1086,1143
"chr2_711591",404,327,389,250,322,384
"chr2_711602",0,1,0,0,0,0
"chr2_71169",0,0,0,0,0,0
"chr2_71243",0,0,0,0,0,0
"chr2_713004",277,283,308,219,240,309
"chr2_71301",0,0,0,0,0,0
"chr2_714732",0,0,0,0,0,0
"chr2_714807",347,367,433,293,332,393
"chr2_714945",0,0,0,0,0,0
"chr2_71522",0,1,1,0,0,0
"chr2_716587",0,0,0,0,0,0
"chr2_716644",0,0,0,0,0,0
"chr2_716851",0,0,0,0,0,0
"chr2_716882",1068,1019,1237,1067,1103,1400
"chr2_718121",0,0,0,1,0,0
"chr2_718293",2,1,2,1,2,2
"chr2_718477",0,0,0,0,0,0
"chr2_71866",145,132,183,147,149,171
"chr2_718664",0,0,3,0,3,1
"chr2_718966",0,0,0,0,0,0
"chr2_719033",103,90,133,104,95,137
"chr2_720605",0,2,0,0,0,0
"chr2_720811",0,0,0,0,0,0
"chr2_721093",0,0,0,0,0,0
"chr2_72112",0,0,0,0,0,0
"chr2_721390",553,584,664,370,452,462
"chr2_722574",0,0,0,0,0,0
"chr2_722611",171,167,172,107,112,158
"chr2_723086",0,0,0,0,0,0
"chr2_723233",0,0,0,0,0,0
"chr2_723270",118,100,109,103,95,103
"chr2_723736",49,56,65,39,35,48
"chr2_724456",1036,940,1135,785,915,971
"chr2_726618",193,212,241,139,136,145
"chr2_726952",9,9,10,7,8,11
"chr2_727146",0,0,0,0,0,0
"chr2_727240",0,1,0,1,2,0
"chr2_727386",1051,957,1288,955,901,1029
"chr2_728113",0,0,0,0,0,0
"chr2_728387",0,0,0,0,0,0
"chr2_728452",0,0,0,0,0,0
"chr2_728472",0,0,0,0,0,0
"chr2_728885",258,257,335,182,232,248
"chr2_72925",0,0,0,0,0,0
"chr2_729519",0,0,0,0,0,0
"chr2_729734",89,69,101,53,49,72
"chr2_730152",0,0,0,0,0,0
"chr2_730350",0,0,0,0,0,0
"chr2_730374",0,0,0,0,0,1
"chr2_730387",323,309,422,260,264,289
"chr2_73070",323,313,352,228,259,246
"chr2_732639",534,537,651,453,462,480
"chr2_734764",0,0,0,0,0,0
"chr2_734832",119,115,145.966,82,98,113
"chr2_734842",0,0,2.034,0,0,0
"chr2_735650",0,0,0,0,0,0
"chr2_735720",235,183,256,126,167,166
"chr2_736039",2515,2636,3003,2044,2267,2516
"chr2_737770",94,91,111,70,83,77
"chr2_738190",0,0,0,0,0,0
"chr2_738245",0,0,2,0,0,0
"chr2_738423",0,0,0,0,0,0
"chr2_738582",621,542,671,539,558,597
"chr2_739452",0,0,0,0,0,0
"chr2_739522",0,0,0,2,0,1
"chr2_739630",0,0,0,0,0,0
"chr2_739841",236,217,285,236,203,288
"chr2_740882",0,0,1,2,2,0
"chr2_741299",201,264,263,164,188,190
"chr2_741496",0,0,0,0,0,0
"chr2_741780",0,0,0,0,0,0
"chr2_741844",3,4,4,2,5,6
"chr2_741958",0,0,0,0,0,0
"chr2_742012",0,0,0,0,0,0
"chr2_742160",916,1029,1024,725,821,836
"chr2_742614",0,0,0,0,0,0
"chr2_742627",0,0,0,0,2,0
"chr2_742761",280,255,287,229,196,255
"chr2_742975",0,0,0,0,0,0
"chr2_744074",0,0,0,0,0,0
"chr2_744168",0,0,0,0,0,0
"chr2_74436",0,0,0,0,0,0
"chr2_744499",0,0,0,0,0,0
"chr2_744760",0,0,0,0,0,0
"chr2_744852",135,135,178,112,120,111
"chr2_74533",0,0,0,0,0,0
"chr2_746361",562,550,661,382,503,515
"chr2_74698",0,0,0,0,0,0
"chr2_747346",0,1,0,0,0,0
"chr2_747892",0,0,1,0,0,0
"chr2_747912",0,0,0,0,0,0
"chr2_748038",0,0,0,0,0,0
"chr2_748061",1009,952,1120,725,815,877
"chr2_749478",0,0,0,0,0,0
"chr2_749594",250,269,348,206,247,271
"chr2_749717",0,0,0,0,0,0
"chr2_75008",2,1,1,2,3,1
"chr2_750187",0,0,0,0,0,0
"chr2_751356",1766.975,1522.971,1825,1352,1481,1624
"chr2_751816",1.025,1.029,0,0,0,0
"chr2_75259",3407,2920,3794,2752,2916.982,3266
"chr2_75345",0,0,0,0,2.018,1
"chr2_757620",1416,1361,1555,1078,1191,1268
"chr2_760215",2.006,0,1.004,1.006,1,1.002
"chr2_760228",0,0,0,0,0,0
"chr2_760294",380.994,350,439.996,289.994,315,369.998
"chr2_7605",0,0,0,0,0,0
"chr2_760609",0,0,0,0,0,0
"chr2_760831",0,0,0,0,0,0
"chr2_760917",0,0,0,0,0,0
"chr2_761257",1187,1147,1363,975,1067,1121
"chr2_762784",1866,1795.988,2181,1546.984,1867,1838
"chr2_764141",0,2.012,0,1.016,0,0
"chr2_764919",0,0,0,0,0,0
"chr2_764970",306,294,387,228,233,300
"chr2_767453",0,0,0,0,1,0
"chr2_767744",0,0,1,1,0,1
"chr2_768240",194,205,234,174,130,156
"chr2_768773",0,0,0,0,0,0
"chr2_768943",1334.971,1322,1610,1157,1219,1435
"chr2_769010",2.029,0,0,0,0,0
"chr2_770492",0,2,0,0,0,0
"chr2_770577",0,0,0,0,0,0
"chr2_770767",0,0,0,0,0,0
"chr2_770800",0,0,0,0,0,0
"chr2_770970",0,0,0,0,0,0
"chr2_771005",0,0,0,0,0,0
"chr2_771085",0,0,0,0,1,1
"chr2_771239",140,115,160,106,131,121
"chr2_771384",0,0,0,0,0,1
"chr2_773317",0,0,0,0,0,0
"chr2_773491",0,0,0,0,0,0
"chr2_773922",344,245,387,206,230,256
"chr2_774002",0,0,0,0,0,0
"chr2_774157",0,0,0,0,0,0
"chr2_774325",0,0,0,0,0,0
"chr2_774408",0,0,0,0,0,0
"chr2_774622",21975,21382,25699,18106,19561,21126
"chr2_776497",0,0,0,0,0,0
"chr2_776571",1209,1187,1324,1040,1132,1213
"chr2_778012",331,281,404,220,270,292
"chr2_778645",0,0,0,0,0,0
"chr2_779667",1301,1207,1555,1090,1073,1114
"chr2_782591",1001,954,1165,803,863,921
"chr2_783598",0,0,0,0,0,0
"chr2_783673",130,156,164,102,129,157
"chr2_784034",0,0,0,0,0,0
"chr2_784089",0,0,0,0,0,0
"chr2_784347",0,0,1,0,2,0
"chr2_784595",0,0,0,0,0,0
"chr2_784702",4,2,8,3,1,2
"chr2_785196",4,8,13,5,2,7
"chr2_785373",5,5,7,4,0,5
"chr2_785443",0,0,0,0,0,0
"chr2_785522",0,0,0,0,0,0
"chr2_785782",0,0,0,0,0,0
"chr2_785866",0,0,0,3,2,0
"chr2_786007",1,1,0,1,3,5
"chr2_786009",0,0,0,0,0,0
"chr2_786038",0,0,0,0,0,0
"chr2_786118",1,0,0,0,0,0
"chr2_786182",0,0,0,0,0,0
"chr2_786475",0,0,0,1,0,0
"chr2_786501",0,0,0,0,0,0
"chr2_786631",0,0,0,0,0,0
"chr2_786745",1,0,0,0,1,1
"chr2_786932",0,0,0,0,0,0
"chr2_787006",327,279,332,236,296,322
"chr2_787290",0,0,0,0,0,0
"chr2_788444",9,10,7,9,10,8
"chr2_788597",0,0,0,0,0,0
"chr2_788922",0,0,0,0,0,0
"chr2_789235",156.607,131.301,186,210,244.426,280
"chr2_789238",0,0,0,0,0,0
"chr2_789514",0,0,0,0,0,0
"chr2_789597",34.393,28.699,35,24,31.574,20
"chr2_791470",5,4,7,8,5,3
"chr2_791648",0,0,0,0,0,0
"chr2_791835",0,0,0,0,0,1
"chr2_791920",0,0,0,0,0,0
"chr2_791979",0,0,0,0,0,0
"chr2_792064",0,0,0,0,0,0
"chr2_792070",0,0,0,0,0,0
"chr2_792309",0,0,0,0,0,0
"chr2_792458",0,3,2,2,3,1
"chr2_792849",839,847.757,1016.215,683,847,828
